2020-01-06T03:00:00.396427, 2.0337, 1.9763, 1.9711, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:01.395006, 2.0337, 1.9771, 1.9714, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:02.396556, 2.0332, 1.9764, 1.9716, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:03.395212, 2.0334, 1.9768, 1.9713, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:04.395078, 2.0337, 1.9768, 1.9713, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:05.396063, 2.0340, 1.9774, 1.9718, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:06.396043, 2.0337, 1.9766, 1.9714, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:07.395543, 2.0329, 1.9767, 1.9719, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:08.396044, 2.0329, 1.9761, 1.9715, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:09.394866, 2.0212, 1.9706, 1.9713, -1.0000, 27.40, -1.000, 0.000, 0.000 
2020-01-06T03:00:10.396073, 2.0387, 1.9815, 1.9719, -1.0000, 27.40, -1.000, 0.022, 0.001 
2020-01-06T03:00:11.397037, 2.0321, 1.9759, 1.9714, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:12.396994, 2.0328, 1.9763, 1.9718, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:13.397081, 2.0323, 1.9769, 1.9718, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:14.397385, 2.0336, 1.9761, 1.9711, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:15.397070, 2.0329, 1.9766, 1.9720, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:16.396256, 2.0339, 1.9772, 1.9715, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:17.395390, 2.0333, 1.9771, 1.9720, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:18.396483, 2.0336, 1.9767, 1.9712, -1.0000, 27.40, -1.000, 0.002, 0.001 
2020-01-06T03:00:19.397769, 2.0335, 1.9772, 1.9718, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:20.396020, 2.0332, 1.9769, 1.9715, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:21.397807, 2.0336, 1.9769, 1.9719, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:22.396599, 2.0327, 1.9769, 1.9720, -1.0000, 27.40, -1.000, 0.001, 0.000 
2020-01-06T03:00:23.395662, 2.0337, 1.9766, 1.9719, -1.0000, 27.40, -1.000, 0.001, 0.001 
2020-01-06T03:00:24.397053, 2.0333, 1.9762, 1.9712, -1.0000, 27.40, -1.000, 0.002, 0.001 
